         936436 function calls (912881 primitive calls) in 7.135 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
-0.2007 -0.4906 -1.6610  0.1496  0.3787 -0.0660 -1.0110 -0.4789 -0.2108  0.8103
-0.2007 -0.4906 -1.6610  0.1496  0.3787 -0.0660 -1.0110 -0.4789 -0.2108  0.8103

Columns 140 to 149 
 0.7280 -1.1268 -0.0143  1.5599 -0.1901  0.9509  1.2001  0.1278  1.0128  0.8815
 0.7280 -1.1268 -0.0143  1.5599 -0.1901  0.9509  1.2001  0.1278  1.0128  0.8815
 0.7280 -1.1268 -0.0143  1.5599 -0.1901  0.9509  1.2001  0.1278  1.0128  0.8815

Columns 150 to 159 
-0.1555  0.2926 -1.5876 -0.0056  0.6367  2.6438 -1.0647 -0.5590  2.1431 -0.4365
-0.1555  0.2926 -1.5876 -0.0056  0.6367  2.6438 -1.0647 -0.5590  2.1431 -0.4365
-0.1555  0.2926 -1.5876 -0.0056  0.6367  2.6438 -1.0647 -0.5590  2.1431 -0.4365

Columns 160 to 169 
-2.0525 -0.2181  0.8186  0.5660 -0.1419  0.0812 -1.9557  1.0678 -0.0448  1.0305
-2.0525 -0.2181  0.8186  0.5660 -0.1419  0.0812 -1.9557  1.0678 -0.0448  1.0305
-2.0525 -0.2181  0.8186  0.5660 -0.1419  0.0812 -1.9557  1.0678 -0.0448  1.0305

Columns 170 to 179 
 0.1060 -0.2099  0.9547  0.1699  0.4812 -1.6021  1.3261 -2.2392  0.7832 -0.5430
 0.1060 -0.2099  0.9547  0.1699  0.4812 -1.6021  1.3261 -2.2392  0.7832 -0.5430
 0.1060 -0.2099  0.9547  0.1699  0.4812 -1.6021  1.3261 -2.2392  0.7832 -0.5430

Columns 180 to 189 
 0.7983  0.0234 -1.0612  2.4112 -0.6517 -1.4866 -0.7809 -0.1830  0.4708 -1.3321
 0.7983  0.0234 -1.0612  2.4112 -0.6517 -1.4866 -0.7809 -0.1830  0.4708 -1.3321
 0.7983  0.0234 -1.0612  2.4112 -0.6517 -1.4866 -0.7809 -0.1830  0.4708 -1.3321

Columns 190 to 199 
 0.8459  0.7034  0.9297 -0.2823 -1.0205  1.7994  1.5583  1.2755 -0.4011  0.3321
 0.8459  0.7034  0.9297 -0.2823 -1.0205  1.7994  1.5583  1.2755 -0.4011  0.3321
 0.8459  0.7034  0.9297 -0.2823 -1.0205  1.7994  1.5583  1.2755 -0.4011  0.3321
[torch.FloatTensor of size 3x200]

Variable containing:

Columns 0 to 9 
-0.8967  0.9581 -0.4157  0.0659  0.9402  0.0009 -0.6813 -0.7051  0.0026 -0.6288
-0.8681  0.9591 -0.4657  0.0742  0.9426  0.0014 -0.6969 -0.6707  0.0049 -0.6380
-0.8995  0.9590 -0.4171  0.0614  0.9432  0.0008 -0.6907 -0.7082  0.0027 -0.6263

Columns 10 to 19 
-0.8546 -0.7210 -0.9485  0.5713 -0.9106  0.8751  0.0580 -0.9500 -0.5209  0.5880
-0.8627 -0.7290 -0.9422  0.6174 -0.8975  0.8766  0.0709 -0.9424 -0.5060  0.5906
-0.8572 -0.7309 -0.9506  0.5627 -0.9131  0.8735  0.0558 -0.9520 -0.5393  0.5926

Columns 20 to 29 
 0.0202  0.9190  0.9682  0.0017  0.0029 -0.5144 -0.2687  0.9229 -0.9189 -0.8541
 0.0252  0.9180  0.9728  0.0038  0.0029 -0.4768 -0.2634  0.9190 -0.9064 -0.8584
 0.0191  0.9217  0.9707  0.0019  0.0027 -0.5163 -0.2780  0.9297 -0.9207 -0.8611

Columns 30 to 39 
-0.8343 -0.1571  0.8163 -0.0143  0.6528  0.8305  0.9479 -0.9526 -0.7692  0.4694
-0.8176 -0.0780  0.8113 -0.0130  0.6573  0.8429  0.9546 -0.9489 -0.7647  0.4735
-0.8434 -0.1491  0.8253 -0.0148  0.6546  0.8404  0.9491 -0.9532 -0.7780  0.4850

Columns 40 to 49 
 0.9023 -0.2408  0.9211  0.8842 -0.0021 -0.0032  0.8859  0.0045 -0.1612  0.4401
 0.8909 -0.2775  0.9187  0.8586 -0.0019 -0.0043  0.8861  0.0061 -0.1730  0.4448
 0.9078 -0.2489  0.9261  0.8894 -0.0020 -0.0031  0.8944  0.0043 -0.1606  0.4443

Columns 50 to 59 
 0.0121  0.9249 -0.9354 -0.9155  0.9550  0.9047 -0.7779 -0.0618 -0.9705  0.0438
 0.0185  0.9186 -0.9270 -0.9128  0.9534  0.8995 -0.7629 -0.0735 -0.9766  0.0382
 0.0115  0.9285 -0.9361 -0.9167  0.9577  0.9096 -0.7862 -0.0581 -0.9709  0.0401

Columns 60 to 69 
 0.0010 -0.0089 -0.5689 -0.9167  0.0020 -0.8719  0.9254 -0.4871  0.5748 -0.4275
 0.0012 -0.0087 -0.5310 -0.9176  0.0096 -0.8641  0.9137 -0.4471  0.5516 -0.4126
 0.0012 -0.0082 -0.5777 -0.9165  0.0018 -0.8789  0.9256 -0.4893  0.5819 -0.4264

Columns 70 to 79 
-0.8394  0.0012  0.8952 -0.8265 -0.6022 -0.7055  0.8807  0.9462  0.9324  0.0608
-0.8300  0.0018  0.8983 -0.8317 -0.6047 -0.7004  0.8734  0.9408  0.9257  0.0713
-0.8462  0.0011  0.9001 -0.8269 -0.6198 -0.7178  0.8785  0.9475  0.9312  0.0620

Columns 80 to 89 
 0.6273  0.7941 -0.9562  0.7847 -0.8560  0.0030  0.8632 -0.9555 -0.8669 -0.9092
 0.6125  0.7715 -0.9498  0.7804 -0.8414  0.0038  0.8457 -0.9483 -0.8339 -0.9000
 0.6118  0.8036 -0.9570  0.7845 -0.8631  0.0029  0.8693 -0.9581 -0.8751 -0.9123

Columns 90 to 99 
-0.7647  0.0008 -0.8356  0.9067  0.6829  0.7872 -0.7067 -0.0313 -0.8434  0.0106
-0.7425  0.0009 -0.8050  0.8967  0.6205  0.7795 -0.6594 -0.0117 -0.8433  0.0081
-0.7668  0.0008 -0.8428  0.9066  0.6883  0.7916 -0.7000 -0.0315 -0.8517  0.0097

Columns 100 to 109 
-1.6043 -0.7272 -1.6854 -1.9400  0.6562  1.4956 -0.3252  0.5377 -0.5921 -1.6751
-1.6043 -0.7272 -1.6854 -1.9400  0.6562  1.4956 -0.3252  0.5377 -0.5921 -1.6751
-1.6043 -0.7272 -1.6854 -1.9400  0.6562  1.4956 -0.3252  0.5377 -0.5921 -1.6751

Columns 110 to 119 
 2.5724 -1.1581 -0.4457 -0.4327  0.6937  0.7877 -0.7841 -1.2471 -0.1821  0.3447
 2.5724 -1.1581 -0.4457 -0.4327  0.6937  0.7877 -0.7841 -1.2471 -0.1821  0.3447
 2.5724 -1.1581 -0.4457 -0.4327  0.6937  0.7877 -0.7841 -1.2471 -0.1821  0.3447

Columns 120 to 129 
 0.4400  1.3576 -0.3125  0.4836 -0.8501  0.7962 -0.4220 -0.0498 -0.8402 -1.8031
 0.4400  1.3576 -0.3125  0.4836 -0.8501  0.7962 -0.4220 -0.0498 -0.8402 -1.8031
 0.4400  1.3576 -0.3125  0.4836 -0.8501  0.7962 -0.4220 -0.0498 -0.8402 -1.8031

Columns 130 to 139 
-0.2007 -0.4906 -1.6610  0.1496  0.3787 -0.0660 -1.0110 -0.4789 -0.2108  0.8103
-0.2007 -0.4906 -1.6610  0.1496  0.3787 -0.0660 -1.0110 -0.4789 -0.2108  0.8103
-0.2007 -0.4906 -1.6610  0.1496  0.3787 -0.0660 -1.0110 -0.4789 -0.2108  0.8103

Columns 140 to 149 
 0.7280 -1.1268 -0.0143  1.5599 -0.1901  0.9509  1.2001  0.1278  1.0128  0.8815
 0.7280 -1.1268 -0.0143  1.5599 -0.1901  0.9509  1.2001  0.1278  1.0128  0.8815
 0.7280 -1.1268 -0.0143  1.5599 -0.1901  0.9509  1.2001  0.1278  1.0128  0.8815

Columns 150 to 159 
-0.1555  0.2926 -1.5876 -0.0056  0.6367  2.6438 -1.0647 -0.5590  2.1431 -0.4365
-0.1555  0.2926 -1.5876 -0.0056  0.6367  2.6438 -1.0647 -0.5590  2.1431 -0.4365
-0.1555  0.2926 -1.5876 -0.0056  0.6367  2.6438 -1.0647 -0.5590  2.1431 -0.4365

Columns 160 to 169 
-2.0525 -0.2181  0.8186  0.5660 -0.1419  0.0812 -1.9557  1.0678 -0.0448  1.0305
-2.0525 -0.2181  0.8186  0.5660 -0.1419  0.0812 -1.9557  1.0678 -0.0448  1.0305
-2.0525 -0.2181  0.8186  0.5660 -0.1419  0.0812 -1.9557  1.0678 -0.0448  1.0305

Columns 170 to 179 
 0.1060 -0.2099  0.9547  0.1699  0.4812 -1.6021  1.3261 -2.2392  0.7832 -0.5430
 0.1060 -0.2099  0.9547  0.1699  0.4812 -1.6021  1.3261 -2.2392  0.7832 -0.5430
 0.1060 -0.2099  0.9547  0.1699  0.4812 -1.6021  1.3261 -2.2392  0.7832 -0.5430

Columns 180 to 189 
 0.7983  0.0234 -1.0612  2.4112 -0.6517 -1.4866 -0.7809 -0.1830  0.4708 -1.3321
 0.7983  0.0234 -1.0612  2.4112 -0.6517 -1.4866 -0.7809 -0.1830  0.4708 -1.3321
 0.7983  0.0234 -1.0612  2.4112 -0.6517 -1.4866 -0.7809 -0.1830  0.4708 -1.3321

Columns 190 to 199 
 0.8459  0.7034  0.9297 -0.2823 -1.0205  1.7994  1.5583  1.2755 -0.4011  0.3321
 0.8459  0.7034  0.9297 -0.2823 -1.0205  1.7994  1.5583  1.2755 -0.4011  0.3321
 0.8459  0.7034  0.9297 -0.2823 -1.0205  1.7994  1.5583  1.2755 -0.4011  0.3321
[torch.FloatTensor of size 3x200]

Variable containing:

Columns 0 to 9 
-0.8975  0.9590 -0.4166  0.0658  0.9411  0.0009 -0.6822 -0.7060  0.0026 -0.6294
-0.8682  0.9592 -0.4655  0.0742  0.9427  0.0014 -0.6969 -0.6707  0.0049 -0.6381
-0.9003  0.9598 -0.4179  0.0612  0.9439  0.0008 -0.6916 -0.7090  0.0027 -0.6269

Columns 10 to 19 
-0.8555 -0.7222 -0.9494  0.5721 -0.9113  0.8761  0.0580 -0.9508 -0.5216  0.5886
-0.8627 -0.7291 -0.9423  0.6173 -0.8976  0.8766  0.0709 -0.9424 -0.5059  0.5906
-0.8580 -0.7319 -0.9515  0.5634 -0.9138  0.8744  0.0558 -0.9527 -0.5400  0.5932

Columns 20 to 29 
 0.0201  0.9201  0.9691  0.0017  0.0028 -0.5150 -0.2689  0.9237 -0.9198 -0.8553
 0.0252  0.9181  0.9729  0.0038  0.0029 -0.4768 -0.2635  0.9191 -0.9065 -0.8585
 0.0191  0.9228  0.9715  0.0019  0.0027 -0.5168 -0.2781  0.9304 -0.9215 -0.8622

Columns 30 to 39 
-0.8350 -0.1570  0.8172 -0.0143  0.6536  0.8318  0.9490 -0.9534 -0.7702  0.4700
-0.8177 -0.0780  0.8114 -0.0130  0.6573  0.8429  0.9547 -0.9490 -0.7648  0.4734
-0.8440 -0.1489  0.8262 -0.0148  0.6553  0.8416  0.9500 -0.9539 -0.7790  0.4856

Columns 40 to 49 
 0.9032 -0.2411  0.9219  0.8850 -0.0021 -0.0031  0.8868  0.0045 -0.1613  0.4405
 0.8910 -0.2775  0.9188  0.8587 -0.0019 -0.0043  0.8862  0.0061 -0.1730  0.4448
 0.9086 -0.2492  0.9268  0.8901 -0.0019 -0.0031  0.8952  0.0043 -0.1607  0.4447

Columns 50 to 59 
 0.0121  0.9258 -0.9363 -0.9162  0.9557  0.9057 -0.7788 -0.0618 -0.9714  0.0437
 0.0185  0.9187 -0.9271 -0.9129  0.9535  0.8996 -0.7630 -0.0735 -0.9767  0.0382
 0.0115  0.9294 -0.9369 -0.9174  0.9584  0.9106 -0.7870 -0.0581 -0.9718  0.0400

Columns 60 to 69 
 0.0009 -0.0088 -0.5695 -0.9176  0.0020 -0.8730  0.9262 -0.4876  0.5755 -0.4277
 0.0012 -0.0087 -0.5310 -0.9177  0.0096 -0.8642  0.9138 -0.4471  0.5516 -0.4126
 0.0011 -0.0081 -0.5782 -0.9173  0.0019 -0.8798  0.9264 -0.4898  0.5825 -0.4266

Columns 70 to 79 
-0.8404  0.0012  0.8964 -0.8277 -0.6030 -0.7065  0.8818  0.9470  0.9332  0.0608
-0.8300  0.0018  0.8984 -0.8318 -0.6047 -0.7004  0.8734  0.9409  0.9258  0.0714
-0.8471  0.0011  0.9012 -0.8280 -0.6206 -0.7187  0.8796  0.9482  0.9319  0.0619

Columns 80 to 89 
 0.6280  0.7947 -0.9570  0.7857 -0.8568  0.0030  0.8641 -0.9564 -0.8677 -0.9103
 0.6125  0.7716 -0.9499  0.7805 -0.8415  0.0038  0.8457 -0.9483 -0.8339 -0.9001
 0.6124  0.8042 -0.9577  0.7854 -0.8638  0.0029  0.8701 -0.9588 -0.8759 -0.9133

Columns 90 to 99 
-0.7655  0.0008 -0.8365  0.9076  0.6834  0.7881 -0.7074 -0.0312 -0.8445  0.0105
-0.7425  0.0009 -0.8050  0.8968  0.6206  0.7796 -0.6594 -0.0117 -0.8433  0.0081
-0.7676  0.0008 -0.8437  0.9074  0.6888  0.7925 -0.7006 -0.0314 -0.8527  0.0097

Columns 100 to 109 
 0.1938 -0.7294  1.3920  0.2742  0.3595  1.1053 -2.1893 -0.3522 -1.2878  1.7288
 0.1938 -0.7294  1.3920  0.2742  0.3595  1.1053 -2.1893 -0.3522 -1.2878  1.7288
 0.1938 -0.7294  1.3920  0.2742  0.3595  1.1053 -2.1893 -0.3522 -1.2878  1.7288

Columns 110 to 119 
 0.3216 -1.7316 -0.6498  0.8322  0.0560 -0.9051 -1.1988  0.9466 -1.5012 -0.7082
 0.3216 -1.7316 -0.6498  0.8322  0.0560 -0.9051 -1.1988  0.9466 -1.5012 -0.7082
 0.3216 -1.7316 -0.6498  0.8322  0.0560 -0.9051 -1.1988  0.9466 -1.5012 -0.7082

Columns 120 to 129 
-1.1060 -0.2429 -0.9775 -0.2615 -0.4922  0.7297  1.6709 -0.5210 -0.8017 -1.3727
-1.1060 -0.2429 -0.9775 -0.2615 -0.4922  0.7297  1.6709 -0.5210 -0.8017 -1.3727
-1.1060 -0.2429 -0.9775 -0.2615 -0.4922  0.7297  1.6709 -0.5210 -0.8017 -1.3727

Columns 130 to 139 
-0.3779 -1.0123 -0.2922 -0.1515  0.5118 -0.4663  0.1598  0.5605 -0.6297 -2.7770
-0.3779 -1.0123 -0.2922 -0.1515  0.5118 -0.4663  0.1598  0.5605 -0.6297 -2.7770
-0.3779 -1.0123 -0.2922 -0.1515  0.5118 -0.4663  0.1598  0.5605 -0.6297 -2.7770

Columns 140 to 149 
-0.0728  0.9472  0.1066 -2.5842  1.8397  0.6400 -0.7494 -1.0622 -1.9087 -1.3893
-0.0728  0.9472  0.1066 -2.5842  1.8397  0.6400 -0.7494 -1.0622 -1.9087 -1.3893
-0.0728  0.9472  0.1066 -2.5842  1.8397  0.6400 -0.7494 -1.0622 -1.9087 -1.3893

Columns 150 to 159 
-0.4726 -2.5416  0.4166  0.8751  1.3956  0.6608  0.0751  0.7850 -1.5085  0.8969
-0.4726 -2.5416  0.4166  0.8751  1.3956  0.6608  0.0751  0.7850 -1.5085  0.8969
-0.4726 -2.5416  0.4166  0.8751  1.3956  0.6608  0.0751  0.7850 -1.5085  0.8969

Columns 160 to 169 
-1.3844 -0.8835 -0.6808 -0.0995  0.3335  0.1500 -0.2600  0.0667  0.3517 -0.7950
-1.3844 -0.8835 -0.6808 -0.0995  0.3335  0.1500 -0.2600  0.0667  0.3517 -0.7950
-1.3844 -0.8835 -0.6808 -0.0995  0.3335  0.1500 -0.2600  0.0667  0.3517 -0.7950

Columns 170 to 179 
-0.6857  1.0849 -0.5863  0.8913 -1.7475  0.4726 -0.6838  0.7124 -0.2867 -0.6692
-0.6857  1.0849 -0.5863  0.8913 -1.7475  0.4726 -0.6838  0.7124 -0.2867 -0.6692
-0.6857  1.0849 -0.5863  0.8913 -1.7475  0.4726 -0.6838  0.7124 -0.2867 -0.6692

Columns 180 to 189 
-0.0686 -1.1055  0.8701  0.7501 -1.1540 -0.2547 -1.2063 -0.1283  0.3600 -0.9273
-0.0686 -1.1055  0.8701  0.7501 -1.1540 -0.2547 -1.2063 -0.1283  0.3600 -0.9273
-0.0686 -1.1055  0.8701  0.7501 -1.1540 -0.2547 -1.2063 -0.1283  0.3600 -0.9273

Columns 190 to 199 
-0.7398 -0.0037  0.2215 -0.9615  1.2931  0.6450  0.5398  0.9226 -0.7888  0.6604
-0.7398 -0.0037  0.2215 -0.9615  1.2931  0.6450  0.5398  0.9226 -0.7888  0.6604
-0.7398 -0.0037  0.2215 -0.9615  1.2931  0.6450  0.5398  0.9226 -0.7888  0.6604
[torch.FloatTensor of size 3x200]

Variable containing:

Columns 0 to 9 
-0.9015  0.9635 -0.4263  0.0645  0.9448  0.0008 -0.6884 -0.7110  0.0027 -0.6336
-0.8697  0.9608 -0.4688  0.0737  0.9439  0.0013 -0.6990 -0.6723  0.0049 -0.6393
-0.9042  0.9642 -0.4275  0.0598  0.9477  0.0007 -0.6978 -0.7140  0.0028 -0.6309

Columns 10 to 19 
-0.8608 -0.7297 -0.9535  0.5800 -0.9150  0.8818  0.0574 -0.9546 -0.5272  0.5931
-0.8645 -0.7317 -0.9438  0.6203 -0.8988  0.8786  0.0707 -0.9437 -0.5080  0.5922
-0.8633 -0.7395 -0.9556  0.5712 -0.9175  0.8800  0.0552 -0.9564 -0.5460  0.5977

Columns 20 to 29 
 0.0197  0.9258  0.9732  0.0018  0.0026 -0.5179 -0.2694  0.9275 -0.9237 -0.8620
 0.0250  0.9197  0.9742  0.0038  0.0029 -0.4779 -0.2637  0.9203 -0.9079 -0.8603
 0.0187  0.9283  0.9755  0.0019  0.0025 -0.5197 -0.2788  0.9342 -0.9254 -0.8689

Columns 30 to 39 
-0.8379 -0.1552  0.8226 -0.0141  0.6589  0.8395  0.9543 -0.9570 -0.7764  0.4751
-0.8187 -0.0777  0.8131 -0.0129  0.6592  0.8453  0.9563 -0.9502 -0.7668  0.4752
-0.8471 -0.1468  0.8318 -0.0147  0.6606  0.8492  0.9552 -0.9574 -0.7852  0.4909

Columns 40 to 49 
 0.9073 -0.2438  0.9256  0.8890 -0.0020 -0.0028  0.8913  0.0043 -0.1616  0.4429
 0.8923 -0.2783  0.9200  0.8600 -0.0018 -0.0042  0.8876  0.0061 -0.1731  0.4456
 0.9127 -0.2522  0.9305  0.8941 -0.0018 -0.0028  0.8998  0.0041 -0.1609  0.4473

Columns 50 to 59 
 0.0122  0.9302 -0.9400 -0.9198  0.9591  0.9109 -0.7833 -0.0620 -0.9753  0.0429
 0.0184  0.9201 -0.9283 -0.9141  0.9547  0.9014 -0.7644 -0.0735 -0.9779  0.0381
 0.0115  0.9338 -0.9405 -0.9210  0.9617  0.9158 -0.7917 -0.0582 -0.9756  0.0392

Columns 60 to 69 
 0.0008 -0.0081 -0.5732 -0.9222  0.0023 -0.8782  0.9299 -0.4904  0.5807 -0.4287
 0.0012 -0.0085 -0.5325 -0.9192  0.0096 -0.8658  0.9150 -0.4481  0.5534 -0.4130
 0.0010 -0.0075 -0.5821 -0.9218  0.0021 -0.8849  0.9300 -0.4926  0.5879 -0.4276

Columns 70 to 79 
-0.8460  0.0010  0.9027 -0.8341 -0.6079 -0.7137  0.8880  0.9506  0.9366  0.0601
-0.8319  0.0018  0.9000 -0.8337 -0.6064 -0.7027  0.8753  0.9421  0.9270  0.0710
-0.8526  0.0009  0.9075 -0.8344 -0.6258 -0.7259  0.8857  0.9518  0.9353  0.0613

Columns 80 to 89 
 0.6322  0.7975 -0.9601  0.7911 -0.8605  0.0028  0.8681 -0.9601 -0.8720 -0.9162
 0.6140  0.7726 -0.9510  0.7823 -0.8428  0.0037  0.8470 -0.9497 -0.8357 -0.9018
 0.6163  0.8071 -0.9608  0.7907 -0.8676  0.0027  0.8741 -0.9625 -0.8803 -0.9190

Columns 90 to 99 
-0.7704  0.0007 -0.8423  0.9117  0.6859  0.7931 -0.7115 -0.0303 -0.8509  0.0102
-0.7442  0.0008 -0.8072  0.8982  0.6213  0.7813 -0.6609 -0.0116 -0.8454  0.0081
-0.7724  0.0007 -0.8495  0.9115  0.6914  0.7975 -0.7046 -0.0305 -0.8592  0.0094

Columns 100 to 109 
 0.1938 -0.7294  1.3920  0.2742  0.3595  1.1053 -2.1893 -0.3522 -1.2878  1.7288
 0.1938 -0.7294  1.3920  0.2742  0.3595  1.1053 -2.1893 -0.3522 -1.2878  1.7288
 0.1938 -0.7294  1.3920  0.2742  0.3595  1.1053 -2.1893 -0.3522 -1.2878  1.7288

Columns 110 to 119 
 0.3216 -1.7316 -0.6498  0.8322  0.0560 -0.9051 -1.1988  0.9466 -1.5012 -0.7082
 0.3216 -1.7316 -0.6498  0.8322  0.0560 -0.9051 -1.1988  0.9466 -1.5012 -0.7082
 0.3216 -1.7316 -0.6498  0.8322  0.0560 -0.9051 -1.1988  0.9466 -1.5012 -0.7082

Columns 120 to 129 
-1.1060 -0.2429 -0.9775 -0.2615 -0.4922  0.7297  1.6709 -0.5210 -0.8017 -1.3727
-1.1060 -0.2429 -0.9775 -0.2615 -0.4922  0.7297  1.6709 -0.5210 -0.8017 -1.3727
-1.1060 -0.2429 -0.9775 -0.2615 -0.4922  0.7297  1.6709 -0.5210 -0.8017 -1.3727

Columns 130 to 139 
-0.3779 -1.0123 -0.2922 -0.1515  0.5118 -0.4663  0.1598  0.5605 -0.6297 -2.7770
-0.3779 -1.0123 -0.2922 -0.1515  0.5118 -0.4663  0.1598  0.5605 -0.6297 -2.7770
-0.3779 -1.0123 -0.2922 -0.1515  0.5118 -0.4663  0.1598  0.5605 -0.6297 -2.7770

Columns 140 to 149 
-0.0728  0.9472  0.1066 -2.5842  1.8397  0.6400 -0.7494 -1.0622 -1.9087 -1.3893
-0.0728  0.9472  0.1066 -2.5842  1.8397  0.6400 -0.7494 -1.0622 -1.9087 -1.3893
-0.0728  0.9472  0.1066 -2.5842  1.8397  0.6400 -0.7494 -1.0622 -1.9087 -1.3893

Columns 150 to 159 
-0.4726 -2.5416  0.4166  0.8751  1.3956  0.6608  0.0751  0.7850 -1.5085  0.8969
-0.4726 -2.5416  0.4166  0.8751  1.3956  0.6608  0.0751  0.7850 -1.5085  0.8969
-0.4726 -2.5416  0.4166  0.8751  1.3956  0.6608  0.0751  0.7850 -1.5085  0.8969

Columns 160 to 169 
-1.3844 -0.8835 -0.6808 -0.0995  0.3335  0.1500 -0.2600  0.0667  0.3517 -0.7950
-1.3844 -0.8835 -0.6808 -0.0995  0.3335  0.1500 -0.2600  0.0667  0.3517 -0.7950
-1.3844 -0.8835 -0.6808 -0.0995  0.3335  0.1500 -0.2600  0.0667  0.3517 -0.7950

Columns 170 to 179 
-0.6857  1.0849 -0.5863  0.8913 -1.7475  0.4726 -0.6838  0.7124 -0.2867 -0.6692
-0.6857  1.0849 -0.5863  0.8913 -1.7475  0.4726 -0.6838  0.7124 -0.2867 -0.6692
-0.6857  1.0849 -0.5863  0.8913 -1.7475  0.4726 -0.6838  0.7124 -0.2867 -0.6692

Columns 180 to 189 
-0.0686 -1.1055  0.8701  0.7501 -1.1540 -0.2547 -1.2063 -0.1283  0.3600 -0.9273
-0.0686 -1.1055  0.8701  0.7501 -1.1540 -0.2547 -1.2063 -0.1283  0.3600 -0.9273
-0.0686 -1.1055  0.8701  0.7501 -1.1540 -0.2547 -1.2063 -0.1283  0.3600 -0.9273

Columns 190 to 199 
-0.7398 -0.0037  0.2215 -0.9615  1.2931  0.6450  0.5398  0.9226 -0.7888  0.6604
-0.7398 -0.0037  0.2215 -0.9615  1.2931  0.6450  0.5398  0.9226 -0.7888  0.6604
-0.7398 -0.0037  0.2215 -0.9615  1.2931  0.6450  0.5398  0.9226 -0.7888  0.6604
[torch.FloatTensor of size 3x200]

Variable containing:

Columns 0 to 9 
-0.9027  0.9648 -0.4296  0.0640  0.9459  0.0008 -0.6904 -0.7125  0.0027 -0.6350
-0.8701  0.9612 -0.4699  0.0736  0.9442  0.0013 -0.6996 -0.6729  0.0048 -0.6397
-0.9054  0.9655 -0.4308  0.0594  0.9488  0.0007 -0.6999 -0.7156  0.0028 -0.6322

Columns 10 to 19 
-0.8624 -0.7321 -0.9548  0.5827 -0.9161  0.8835  0.0572 -0.9557 -0.5291  0.5946
-0.8651 -0.7325 -0.9442  0.6213 -0.8992  0.8791  0.0705 -0.9441 -0.5088  0.5927
-0.8649 -0.7420 -0.9568  0.5739 -0.9185  0.8818  0.0550 -0.9575 -0.5481  0.5992

Columns 20 to 29 
 0.0195  0.9275  0.9744  0.0018  0.0025 -0.5188 -0.2695  0.9286 -0.9248 -0.8641
 0.0250  0.9202  0.9746  0.0038  0.0029 -0.4782 -0.2637  0.9207 -0.9083 -0.8608
 0.0185  0.9300  0.9767  0.0019  0.0024 -0.5207 -0.2790  0.9353 -0.9265 -0.8710

Columns 30 to 39 
-0.8388 -0.1546  0.8243 -0.0141  0.6606  0.8419  0.9558 -0.9580 -0.7784  0.4768
-0.8190 -0.0776  0.8137 -0.0129  0.6598  0.8460  0.9567 -0.9506 -0.7674  0.4757
-0.8481 -0.1461  0.8335 -0.0147  0.6623  0.8516  0.9567 -0.9585 -0.7872  0.4927

Columns 40 to 49 
 0.9085 -0.2447  0.9267  0.8902 -0.0019 -0.0027  0.8927  0.0043 -0.1617  0.4437
 0.8926 -0.2786  0.9203  0.8604 -0.0018 -0.0041  0.8880  0.0060 -0.1731  0.4458
 0.9140 -0.2532  0.9316  0.8953 -0.0018 -0.0027  0.9012  0.0040 -0.1610  0.4481

Columns 50 to 59 
 0.0122  0.9315 -0.9411 -0.9209  0.9601  0.9125 -0.7847 -0.0620 -0.9764  0.0426
 0.0184  0.9205 -0.9287 -0.9144  0.9551  0.9019 -0.7648 -0.0735 -0.9783  0.0380
 0.0115  0.9351 -0.9416 -0.9221  0.9627  0.9174 -0.7932 -0.0582 -0.9768  0.0390

Columns 60 to 69 
 0.0008 -0.0079 -0.5744 -0.9235  0.0024 -0.8797  0.9309 -0.4912  0.5824 -0.4290
 0.0011 -0.0085 -0.5329 -0.9196  0.0097 -0.8663  0.9154 -0.4484  0.5540 -0.4131
 0.0010 -0.0073 -0.5834 -0.9232  0.0022 -0.8865  0.9310 -0.4935  0.5896 -0.4278

Columns 70 to 79 
-0.8477  0.0010  0.9046 -0.8361 -0.6095 -0.7160  0.8899  0.9517  0.9376  0.0598
-0.8325  0.0017  0.9005 -0.8343 -0.6070 -0.7035  0.8759  0.9425  0.9273  0.0709
-0.8543  0.0009  0.9094 -0.8364 -0.6274 -0.7282  0.8875  0.9528  0.9362  0.0611

Columns 80 to 89 
 0.6335  0.7983 -0.9610  0.7928 -0.8616  0.0028  0.8693 -0.9611 -0.8733 -0.9180
 0.6145  0.7729 -0.9513  0.7828 -0.8432  0.0037  0.8474 -0.9501 -0.8363 -0.9023
 0.6175  0.8079 -0.9617  0.7923 -0.8687  0.0026  0.8753 -0.9636 -0.8816 -0.9208

Columns 90 to 99 
-0.7719  0.0007 -0.8442  0.9130  0.6866  0.7946 -0.7128 -0.0299 -0.8529  0.0102
-0.7447  0.0008 -0.8079  0.8986  0.6216  0.7818 -0.6614 -0.0116 -0.8460  0.0081
-0.7739  0.0007 -0.8514  0.9127  0.6921  0.7991 -0.7058 -0.0302 -0.8612  0.0093

Columns 100 to 109 
-1.6043 -0.7272 -1.6854 -1.9400  0.6562  1.4956 -0.3252  0.5377 -0.5921 -1.6751
-1.6043 -0.7272 -1.6854 -1.9400  0.6562  1.4956 -0.3252  0.5377 -0.5921 -1.6751
